1;PH110086;8020;MINISTERIO DE MAGIA
2;GH13458;4010;FACULTAD DE MAGIA Y HECHICERÍA
3;GH24441;4010;FACULTAD DE MAGIA Y HECHICERÍA
4;WH236002;6012;FACULTAD DE MAGIA Y HECHICERÍA
5;GH23495;4010;FACULTAD DE MAGIA Y HECHICERÍA
6;WH236009;6012;FACULTAD DE MAGIA Y HECHICERÍA
7;GH13479;4010;FACULTAD DE MAGIA Y HECHICERÍA
8;GH13467;4010;FACULTAD DE MAGIA Y HECHICERÍA
9;WH236023;6012;FACULTAD DE MAGIA Y HECHICERÍA
10;WH23639;9010;MINISTERIO DE MAGIA
11;GH13459;4010;FACULTAD DE MAGIA Y HECHICERÍA
12;HP14091;4010;FACULTAD DE MAGIA Y HECHICERÍA
13;WH233410;9010;MINISTERIO DE MAGIA
14;GH13461;4010;FACULTAD DE MAGIA Y HECHICERÍA
15;WH236003;6012;FACULTAD DE MAGIA Y HECHICERÍA
16;HW13977;4010;FACULTAD DE MAGIA Y HECHICERÍA
17;HP25151;8020;MINISTERIO DE MAGIA
18;WH23637;9010;MINISTERIO DE MAGIA
19;HP25152;8020;MINISTERIO DE MAGIA
20;GH23494;4010;FACULTAD DE MAGIA Y HECHICERÍA
21;WH236031;6012;FACULTAD DE MAGIA Y HECHICERÍA
22;GH13509;4010;FACULTAD DE MAGIA Y HECHICERÍA
23;WH236019;6012;FACULTAD DE MAGIA Y HECHICERÍA
24;WH236032;6012;FACULTAD DE MAGIA Y HECHICERÍA
25;WH236011;6012;FACULTAD DE MAGIA Y HECHICERÍA
26;GH13946;4010;FACULTAD DE MAGIA Y HECHICERÍA
27;GH13468;4010;FACULTAD DE MAGIA Y HECHICERÍA
28;PH110059;8020;MINISTERIO DE MAGIA
29;WH13143;6012;FACULTAD DE MAGIA Y HECHICERÍA
30;WH236021;6012;FACULTAD DE MAGIA Y HECHICERÍA
31;GH23492;4010;FACULTAD DE MAGIA Y HECHICERÍA
32;HP24090;4010;FACULTAD DE MAGIA Y HECHICERÍA
33;GH13457;4010;FACULTAD DE MAGIA Y HECHICERÍA
34;HP14148;4010;FACULTAD DE MAGIA Y HECHICERÍA
35;GH13489;4010;FACULTAD DE MAGIA Y HECHICERÍA
36;WH233412;6012;FACULTAD DE MAGIA Y HECHICERÍA
37;GH13456;4010;FACULTAD DE MAGIA Y HECHICERÍA
38;GH13985;4010;FACULTAD DE MAGIA Y HECHICERÍA
39;WH236022;6012;FACULTAD DE MAGIA Y HECHICERÍA
40;WH236036;6012;FACULTAD DE MAGIA Y HECHICERÍA
41;GH13475;4010;FACULTAD DE MAGIA Y HECHICERÍA
42;GH13487;4010;FACULTAD DE MAGIA Y HECHICERÍA
43;GH13480;4010;FACULTAD DE MAGIA Y HECHICERÍA
44;WH236012;6012;FACULTAD DE MAGIA Y HECHICERÍA
45;WH233406;6012;FACULTAD DE MAGIA Y HECHICERÍA
46;GH13469;4010;FACULTAD DE MAGIA Y HECHICERÍA
47;GH13463;4010;FACULTAD DE MAGIA Y HECHICERÍA
48;GH24442;4010;FACULTAD DE MAGIA Y HECHICERÍA
49;GH13493;4010;FACULTAD DE MAGIA Y HECHICERÍA
50;GH14444;4010;FACULTAD DE MAGIA Y HECHICERÍA
51;WH236010;6012;FACULTAD DE MAGIA Y HECHICERÍA
52;WH236008;6012;FACULTAD DE MAGIA Y HECHICERÍA
53;WH236037;6012;FACULTAD DE MAGIA Y HECHICERÍA
54;WH236020;6012;FACULTAD DE MAGIA Y HECHICERÍA
55;GH13486;4010;FACULTAD DE MAGIA Y HECHICERÍA
56;GH24440;4010;FACULTAD DE MAGIA Y HECHICERÍA
57;WH233405;6012;FACULTAD DE MAGIA Y HECHICERÍA
58;GH13490;4010;FACULTAD DE MAGIA Y HECHICERÍA
59;GH13462;4010;FACULTAD DE MAGIA Y HECHICERÍA
60;GH13470;4010;FACULTAD DE MAGIA Y HECHICERÍA
61;GH13482;4010;FACULTAD DE MAGIA Y HECHICERÍA
62;GH13491;4010;FACULTAD DE MAGIA Y HECHICERÍA
63;GH13880;4010;FACULTAD DE MAGIA Y HECHICERÍA
64;HP14460;4010;FACULTAD DE MAGIA Y HECHICERÍA
65;WH233404;6012;FACULTAD DE MAGIA Y HECHICERÍA
66;WH236024;6012;FACULTAD DE MAGIA Y HECHICERÍA
67;WH236030;6012;FACULTAD DE MAGIA Y HECHICERÍA
68;WH236033;6012;FACULTAD DE MAGIA Y HECHICERÍA
