1;389368;HECHICERÍA;WH1
2;388287;HECHICERÍA;WH2
3;467288;HECHICERÍA;WH2
4;655765;MAGIA;HP2
5;474764;MAGIA;HP2
6;463763;MAGIA;HP2
7;493762;MAGIA;HP2
8;615952;MAGIA;PH1
9;458769;MAGIA;HP2
10;448789;MAGIA;HP2
11;504911;MAGIA;HP2
12;449386;MAGIA;HW2
13;521988;MAGIA;HP2
14;492005;MAGIA;HP2
15;616000;MAGIA;HP2
16;385008;MAGIA;HP2
17;399009;MAGIA;HP2
18;484055;MAGIA;HP1
19;502233;MAGIA;HP1
20;534053;MAGIA;HP1
21;481689;MAGIA;HW1
22;601373;MAGIA;HP1
23;488325;MAGIA;HW1
24;576123;MAGIA;HP1
25;642646;MAGIA;HP1
26;607409;MAGIA;HW1
27;650008;MAGIA;HW2
28;637391;MAGIA;HW1
29;421112;MAGIA;HW2
30;408806;MAGIA;HW1
31;395981;MAGIA;HP1
32;546038;MAGIA;HW2
33;558718;MAGIA;HP1
34;459364;MAGIA;HW1
35;525035;MAGIA;PH2
36;466320;MAGIA;HW1
37;419335;MAGIA;HW1
38;645058;MAGIA;HW2
39;593390;MAGIA;HW1
40;478396;MAGIA;HW1
41;381412;MAGIA;HW1
42;604077;MAGIA;HP2
43;388381;MAGIA;HW1
44;598413;MAGIA;HW1
45;544563;MAGIA;HP1
46;398039;MAGIA;HW2
47;436339;MAGIA;HW1
48;639714;MAGIA;HP1
49;375724;MAGIA;HP1
50;438040;MAGIA;PH2
51;615329;MAGIA;HW1
52;590741;MAGIA;HP1
53;392397;MAGIA;HW1
54;525416;MAGIA;HW1
55;490666;MAGIA;HP1
56;587842;MAGIA;HW1
57;377931;MAGIA;HW2
58;437297;MAGIA;HP1
59;407421;MAGIA;HW1
60;384820;MAGIA;HW2
61;481333;MAGIA;HW1
62;532764;MAGIA;HP1
63;541048;MAGIA;GH1
64;618237;MAGIA;HW2
65;432846;MAGIA;HP1
66;468055;MAGIA;GH3
67;612529;MAGIA;HW1
68;544319;MAGIA;HW1
69;517369;MAGIA;HW1
70;608615;MAGIA;HP2
71;642286;MAGIA;HW2
72;374037;MAGIA;PH2
73;490530;MAGIA;HW2
74;524370;MAGIA;HW1
75;429163;MAGIA;PH2
76;468608;MAGIA;HP1
77;459402;MAGIA;HW1
78;592368;MAGIA;HW1
79;452835;MAGIA;HP1
80;386071;MAGIA;HP1
81;479399;MAGIA;HW1
82;439730;MAGIA;HP1
83;403420;MAGIA;HW1
84;561009;MAGIA;GH1
85;647862;MAGIA;HP1
86;623014;MAGIA;GH1
87;447635;MAGIA;HP1
88;406951;MAGIA;HW2
89;393097;HECHICERÍA;WH1
90;574216;MAGIA;PH2
91;602213;MAGIA;PH2
92;520374;MAGIA;HP1
93;389456;MAGIA;HP1
94;490142;HECHICERÍA;WH3
95;591816;MAGIA;HP1
96;580915;MAGIA;HP1
97;480339;MAGIA;HW2
98;435117;MAGIA;PH2
99;607374;MAGIA;HW1
100;473418;MAGIA;HW1
101;601238;MAGIA;PH2
102;384535;MAGIA;HP1
103;418941;MAGIA;HP2
104;600401;MAGIA;HW2
105;584954;MAGIA;HP1
106;629130;MAGIA;HW2
107;642031;MAGIA;GH3
108;605075;MAGIA;PH2
109;438080;MAGIA;GH3
110;470654;MAGIA;HW2
111;505068;MAGIA;GH1
112;535935;MAGIA;HW2
113;521412;MAGIA;HW2
114;490059;MAGIA;HP1
115;518358;MAGIA;HW1
116;547824;MAGIA;HP1
117;506758;MAGIA;HW2
118;471152;MAGIA;HP1
119;381411;MAGIA;HW1
120;415841;MAGIA;HW2
121;444386;MAGIA;HW1
122;536567;MAGIA;HP1
123;476367;MAGIA;HW2
124;382516;MAGIA;HW2
125;377006;MAGIA;HP1
126;468528;MAGIA;HP1
127;405190;MAGIA;HW2
128;567800;MAGIA;HP1
129;637354;MAGIA;HW1
130;514340;MAGIA;HW1
131;538123;MAGIA;HW2
132;453379;MAGIA;HW1
133;394130;MAGIA;HP1
134;572332;MAGIA;HW1
135;552701;MAGIA;HW2
136;476213;MAGIA;HP1
137;519725;MAGIA;HP1
138;520682;MAGIA;HP1
139;398220;MAGIA;HP1
140;557222;MAGIA;HW2
141;607645;MAGIA;HW2
142;382285;MAGIA;HW2
143;464360;MAGIA;HW1
144;582105;MAGIA;HW2
145;542337;MAGIA;HW1
146;637011;MAGIA;GH1
147;383351;MAGIA;HW1
148;382127;MAGIA;HW2
149;535394;MAGIA;HW1
150;404001;MAGIA;GH1
151;565100;MAGIA;GH3
152;403385;MAGIA;HW1
153;522371;MAGIA;HW1
154;507027;MAGIA;GH1
155;503645;MAGIA;HW2
156;410758;MAGIA;HP1
157;421343;MAGIA;HW2
158;478754;MAGIA;HP1
159;463031;MAGIA;GH1
160;552449;MAGIA;HP1
161;564320;MAGIA;HW2
162;619819;MAGIA;HW2
163;451978;MAGIA;HW2
164;619981;MAGIA;HW2
165;383388;MAGIA;HP1
166;546343;MAGIA;HW1
167;565377;MAGIA;HW1
168;639062;MAGIA;PH2
169;454292;MAGIA;PH2
170;605690;MAGIA;HW2
171;508059;MAGIA;GH1
172;487670;MAGIA;HP1
173;483336;MAGIA;HW1
174;551310;MAGIA;HP1
175;439359;MAGIA;HW1
176;531410;MAGIA;HP1
177;610638;MAGIA;HW2
178;499344;MAGIA;HW1
179;395350;MAGIA;HW1
180;612049;MAGIA;GH3
181;632012;MAGIA;GH1
182;596594;MAGIA;HP1
183;520393;MAGIA;HW1
184;389330;MAGIA;HW1
185;557627;MAGIA;HP1
186;466647;MAGIA;HP1
187;635348;MAGIA;HW1
188;568077;MAGIA;HW2
189;602748;MAGIA;HW2
190;582417;MAGIA;HW1
191;556567;MAGIA;HW2
192;574692;MAGIA;HP1
193;375651;MAGIA;HP1
194;592856;MAGIA;HP1
195;615516;MAGIA;HW1
196;410750;MAGIA;HP1
197;377518;MAGIA;HW1
198;516073;MAGIA;GH2
199;369059;MAGIA;PH2
200;628568;MAGIA;HW2
201;480133;MAGIA;HW2
202;486359;MAGIA;HW2
203;404669;MAGIA;HP1
204;573583;MAGIA;HP1
205;643261;MAGIA;PH2
206;631988;MAGIA;HW2
207;502691;MAGIA;HP1
208;521681;MAGIA;HP1
209;446485;MAGIA;HP1
210;581025;MAGIA;PH2
211;384906;MAGIA;HP1
212;398638;MAGIA;HP1
213;500604;MAGIA;HW2
214;531554;MAGIA;HP1
215;481564;MAGIA;HP1
216;508774;MAGIA;HP1
217;405766;MAGIA;HP1
218;554011;MAGIA;HP1
219;589255;MAGIA;HP2
220;555326;MAGIA;HW1
221;532685;MAGIA;HW2
222;555332;MAGIA;HW2
223;435927;MAGIA;HW2
224;376400;MAGIA;HW1
225;570630;MAGIA;HW2
