389368|WH1|Hechicería
388287|WH2|Hechicería
467288|WH2|Hechicería
655765|HP2|Magia
474764|HP2|Magia
463763|HP2|Magia
493762|HP2|Magia
615952|PH1|Magia
458769|HP2|Magia
448789|HP2|Magia
504911|HP2|Magia
449386|HW2|Magia
521988|HP2|Magia
492005|HP2|Magia
616000|HP2|Magia
385008|HP2|Magia
399009|HP2|Magia
484055|HP1|Magia
502233|HP1|Magia
534053|HP1|Magia
481689|HW1|Magia
601373|HP1|Magia
488325|HW1|Magia
576123|HP1|Magia
642646|HP1|Magia
607409|HW1|Magia
650008|HW2|Magia
637391|HW1|Magia
421112|HW2|Magia
408806|HW1|Magia
395981|HP1|Magia
546038|HW2|Magia
558718|HP1|Magia
459364|HW1|Magia
525035|PH2|Magia
466320|HW1|Magia
419335|HW1|Magia
645058|HW2|Magia
593390|HW1|Magia
478396|HW1|Magia
381412|HW1|Magia
604077|HP2|Magia
388381|HW1|Magia
598413|HW1|Magia
544563|HP1|Magia
398039|HW2|Magia
436339|HW1|Magia
639714|HP1|Magia
375724|HP1|Magia
438040|PH2|Magia
615329|HW1|Magia
590741|HP1|Magia
392397|HW1|Magia
525416|HW1|Magia
490666|HP1|Magia
587842|HW1|Magia
377931|HW2|Magia
437297|HP1|Magia
407421|HW1|Magia
384820|HW2|Magia
481333|HW1|Magia
532764|HP1|Magia
541048|GH1|Magia
618237|HW2|Magia
432846|HP1|Magia
468055|GH3|Magia
612529|HW1|Magia
544319|HW1|Magia
517369|HW1|Magia
608615|HP2|Magia
642286|HW2|Magia
374037|PH2|Magia
490530|HW2|Magia
524370|HW1|Magia
429163|PH2|Magia
468608|HP1|Magia
459402|HW1|Magia
592368|HW1|Magia
452835|HP1|Magia
386071|HP1|Magia
479399|HW1|Magia
439730|HP1|Magia
403420|HW1|Magia
561009|GH1|Magia
647862|HP1|Magia
623014|GH1|Magia
447635|HP1|Magia
406951|HW2|Magia
393097|WH1|Hechicería
574216|PH2|Magia
602213|PH2|Magia
520374|HP1|Magia
389456|HP1|Magia
490142|WH3|Hechicería
591816|HP1|Magia
580915|HP1|Magia
480339|HW2|Magia
435117|PH2|Magia
607374|HW1|Magia
473418|HW1|Magia
601238|PH2|Magia
384535|HP1|Magia
418941|HP2|Magia
600401|HW2|Magia
584954|HP1|Magia
629130|HW2|Magia
642031|GH3|Magia
605075|PH2|Magia
438080|GH3|Magia
470654|HW2|Magia
505068|GH1|Magia
535935|HW2|Magia
521412|HW2|Magia
490059|HP1|Magia
518358|HW1|Magia
547824|HP1|Magia
506758|HW2|Magia
471152|HP1|Magia
381411|HW1|Magia
415841|HW2|Magia
444386|HW1|Magia
536567|HP1|Magia
476367|HW2|Magia
382516|HW2|Magia
377006|HP1|Magia
468528|HP1|Magia
405190|HW2|Magia
567800|HP1|Magia
637354|HW1|Magia
514340|HW1|Magia
538123|HW2|Magia
453379|HW1|Magia
394130|HP1|Magia
572332|HW1|Magia
552701|HW2|Magia
476213|HP1|Magia
519725|HP1|Magia
520682|HP1|Magia
398220|HP1|Magia
557222|HW2|Magia
607645|HW2|Magia
382285|HW2|Magia
464360|HW1|Magia
582105|HW2|Magia
542337|HW1|Magia
637011|GH1|Magia
383351|HW1|Magia
382127|HW2|Magia
535394|HW1|Magia
404001|GH1|Magia
565100|GH3|Magia
403385|HW1|Magia
522371|HW1|Magia
507027|GH1|Magia
503645|HW2|Magia
410758|HP1|Magia
421343|HW2|Magia
478754|HP1|Magia
463031|GH1|Magia
552449|HP1|Magia
564320|HW2|Magia
619819|HW2|Magia
451978|HW2|Magia
619981|HW2|Magia
383388|HP1|Magia
546343|HW1|Magia
565377|HW1|Magia
639062|PH2|Magia
454292|PH2|Magia
605690|HW2|Magia
508059|GH1|Magia
487670|HP1|Magia
483336|HW1|Magia
551310|HP1|Magia
439359|HW1|Magia
531410|HP1|Magia
610638|HW2|Magia
499344|HW1|Magia
395350|HW1|Magia
612049|GH3|Magia
632012|GH1|Magia
596594|HP1|Magia
520393|HW1|Magia
389330|HW1|Magia
557627|HP1|Magia
466647|HP1|Magia
635348|HW1|Magia
568077|HW2|Magia
602748|HW2|Magia
582417|HW1|Magia
556567|HW2|Magia
574692|HP1|Magia
375651|HP1|Magia
592856|HP1|Magia
615516|HW1|Magia
410750|HP1|Magia
377518|HW1|Magia
516073|GH2|Magia
369059|PH2|Magia
628568|HW2|Magia
480133|HW2|Magia
486359|HW2|Magia
404669|HP1|Magia
573583|HP1|Magia
643261|PH2|Magia
631988|HW2|Magia
502691|HP1|Magia
521681|HP1|Magia
446485|HP1|Magia
581025|PH2|Magia
384906|HP1|Magia
398638|HP1|Magia
500604|HW2|Magia
531554|HP1|Magia
481564|HP1|Magia
508774|HP1|Magia
405766|HP1|Magia
554011|HP1|Magia
589255|HP2|Magia
555326|HW1|Magia
532685|HW2|Magia
555332|HW2|Magia
435927|HW2|Magia
376400|HW1|Magia
570630|HW2|Magia
389802|HP1|Magia
627283|HW2|Magia
499235|HW2|Magia
563637|HP1|Magia
580389|HW1|Magia
533407|HW1|Magia
557107|HW2|Magia
549838|HW2|Magia
430765|HP1|Magia
593634|HP1|Magia
473823|HW1|Magia
479384|HW1|Magia
527227|HW2|Magia
524348|HW2|Magia
545321|HW1|Magia
436229|HP1|Magia
498370|HP1|Magia
635701|HP1|Magia
473840|HP1|Magia
386147|PH2|Magia
465632|HP1|Magia
368913|HP1|Magia
366452|HP1|Magia
593240|HW2|Magia
472157|PH2|Magia
491087|GH3|Magia
450346|HW1|Magia
487273|HP1|Magia
627305|HW2|Magia
418369|HP1|Magia
441994|HW2|Magia
602442|HW2|Magia
529795|HP1|Magia
457150|HW2|Magia
463924|HP1|Magia
509782|HP1|Magia
610647|HP1|Magia
591205|HP1|Magia
603465|HP1|Magia
480463|HW2|Magia
441858|HP1|Magia
510328|HP1|Magia
505500|HP1|Magia
594731|HP1|Magia
615480|HP1|Magia
534232|WH2|Hechicería
394403|HW1|Magia
653938|HW2|Magia
555422|HW1|Magia
519387|HP1|Magia
506400|HP1|Magia
432073|HW2|Magia
588363|HW2|Magia
576241|HP1|Magia
646683|HP1|Magia
452375|HP1|Magia
377626|HP1|Magia
652341|HW1|Magia
556504|HP1|Magia
546045|HW2|Magia
410780|HP1|Magia
530134|HP1|Magia
605643|HP1|Magia
469605|HP1|Magia
471722|HP1|Magia
552490|HP1|Magia
444671|HP1|Magia
534873|HP1|Magia
570084|HP1|Magia
386054|PH2|Magia
531697|HP1|Magia
406018|PH2|Magia
459704|HP1|Magia
457362|HW2|Magia
574696|HW2|Magia
617541|HW1|Magia
643398|HW1|Magia
487401|HW1|Magia
562452|HW2|Magia
378247|HP1|Magia
513313|HP1|Magia
632831|HW1|Magia
454011|HP1|Magia
421424|HW1|Magia
436570|HP1|Magia
518663|HP1|Magia
426524|HW2|Magia
369809|HP1|Magia
643648|HP1|Magia
411308|HW2|Magia
423604|HP1|Magia
647453|HW2|Magia
367505|HP1|Magia
463916|HP1|Magia
638334|HW2|Magia
426339|HW2|Magia
612835|HW2|Magia
551283|HP1|Magia
476282|HP1|Magia
506545|HW1|Magia
469421|HP1|Magia
466350|HP1|Magia
430431|HP1|Magia
534714|HP1|Magia
510651|HP1|Magia
611068|HG1|Programa Especial de Licenciatura en Hechicería
564198|PH2|Magia
481295|HW2|Magia
526421|HW2|Magia
578414|HP1|Magia
650033|HW2|Magia
511175|HP2|Magia
639140|PH1|Magia
541053|PH2|Magia
378061|PH2|Magia
520324|HP1|Magia
423331|HW1|Magia
420531|HP1|Magia
369174|HP1|Magia
622971|HW2|Magia
429566|HW1|Magia
386095|HP1|Magia
599272|HP1|Magia
508387|HW1|Magia
462556|HP1|Magia
593447|HP1|Magia
371045|HP1|Magia
420343|HP1|Magia
584967|HP1|Magia
522855|HP1|Magia
536574|HP1|Magia
510703|HP1|Magia
442342|HW2|Magia
606866|HP1|Magia
534108|HW2|Magia
638600|HW2|Magia
626324|HW1|Magia
445380|HW1|Magia
628686|HP1|Magia
585259|PH2|Magia
572365|HW1|Magia
435045|GH1|Magia
583569|HW2|Magia
597204|PH2|Magia
605356|HW1|Magia
469053|HP1|Magia
618490|HP1|Magia
446621|HP1|Magia
541623|HP1|Magia
639352|HW1|Magia
503541|HP1|Magia
544133|HP1|Magia
638950|HP1|Magia
472340|HP1|Magia
379412|HP1|Magia
406168|HP1|Magia
440121|HW2|Magia
578304|HP1|Magia
499700|HP1|Magia
419928|HP1|Magia
480209|HP1|Magia
458734|HP1|Magia
634891|HP1|Magia
635322|HW1|Magia
392355|HW1|Magia
366367|HW1|Magia
517161|PH2|Magia
380363|HW1|Magia
531050|PH2|Magia
464339|HW2|Magia
463580|HW1|Magia
637187|HP1|Magia
572087|PH2|Magia
400737|HP1|Magia
373547|HP1|Magia
603790|HP1|Magia
429848|HP1|Magia
567022|GH3|Magia
621675|HP2|Magia
573843|HP1|Magia
443336|HP1|Magia
636887|HP1|Magia
605005|HG1|Programa Especial de Licenciatura en Hechicería
593404|HW1|Magia
622677|HP1|Magia
505390|HP1|Magia
559015|PH2|Magia
383427|HW1|Magia
523647|HP1|Magia
507415|HW1|Magia
366406|HW1|Magia
499461|HP1|Magia
543328|HW1|Magia
386302|PH1|Magia
590423|HW1|Magia
544375|HW2|Magia
646455|HP1|Magia
603478|HP1|Magia
418732|HP1|Magia
606969|HP1|Magia
526464|HP1|Magia
453958|HP1|Magia
377650|HP1|Magia
462615|HW1|Magia
377296|HP1|Magia
541414|HW1|Magia
512918|HW2|Magia
436664|HP1|Magia
452376|HW1|Magia
448454|HW2|Magia
397374|HP1|Magia
414101|HP1|Magia
396405|HW1|Magia
503872|HP1|Magia
435070|GH1|Magia
581119|PH2|Magia
367662|HP1|Magia
510408|HW1|Magia
569383|HW1|Magia
562832|HP1|Magia
585372|HW1|Magia
493555|HW1|Magia
618422|HW2|Magia
555347|HW1|Magia
608999|HW2|Magia
629035|GH1|Magia
463464|HP1|Magia
590371|HW2|Magia
640348|HP1|Magia
482439|HP1|Magia
583013|HP1|Magia
428853|HP1|Magia
625046|GH1|Magia
614470|HP1|Magia
370448|HP1|Magia
525008|PH2|Magia
373641|HP1|Magia
471745|HW1|Magia
634849|HP1|Magia
605263|HP1|Magia
443186|HP1|Magia
367597|HP1|Magia
408115|GH3|Magia
486825|HW1|Magia
578275|HP1|Magia
615278|PH2|Magia
456345|HW1|Magia
381735|HP1|Magia
646286|HP1|Magia
589627|HP1|Magia
465156|HP1|Magia
501342|HW1|Magia
552155|HP1|Magia
389968|HW2|Magia
394464|HP1|Magia
599329|HP1|Magia
603425|HW1|Magia
635572|HP1|Magia
621317|HP1|Magia
400008|HP1|Magia
400884|HP1|Magia
590573|HP1|Magia
559099|HP1|Magia
460273|HW2|Magia
446026|PH2|Magia
390925|HP1|Magia
528361|HW1|Magia
597178|HW2|Magia
614323|HW1|Magia
463899|HP1|Magia
596602|HP1|Magia
619793|HP1|Magia
610643|HW2|Magia
478781|HP1|Magia
466091|PH2|Magia
396731|HP1|Magia
416111|PH2|Magia
566679|HW2|Magia
636642|HW2|Magia
430783|HP1|Magia
548820|HP1|Magia
397283|HW2|Magia
535225|HP1|Magia
646167|HP1|Magia
577327|HW1|Magia
522440|HW1|Magia
389342|HP1|Magia
492645|HP1|Magia
431217|HP1|Magia
603789|HW2|Magia
553338|HW1|Magia
558197|HW2|Magia
638373|HW1|Magia
495865|HP1|Magia
626112|HW2|Magia
524610|HW1|Magia
477104|HW2|Magia
391063|HP1|Magia
437702|HW2|Magia
643409|HP1|Magia
407514|HP1|Magia
585327|HW2|Magia
549116|GH3|Magia
422216|HP1|Magia
423157|HP1|Magia
376053|GH3|Magia
468269|HW2|Magia
443395|HW1|Magia
415296|HP1|Magia
620590|HW1|Magia
555612|HP1|Magia
438256|HW2|Magia
550833|HW2|Magia
387353|HW1|Magia
371751|HP1|Magia
465900|HW2|Magia
431392|HW1|Magia
573589|HP1|Magia
410837|HP1|Magia
579410|HW1|Magia
393827|HW1|Magia
607515|HP1|Magia
584035|HW2|Magia
457511|HP1|Magia
376609|HP1|Magia
403839|HP1|Magia
456188|HW2|Magia
428346|HP1|Magia
571131|PH2|Magia
557798|HP1|Magia
470636|HW2|Magia
619356|HW2|Magia
450826|HW1|Magia
629636|HW2|Magia
545441|HW2|Magia
579566|HP1|Magia
559253|HW2|Magia
528809|HP1|Magia
454968|HP1|Magia
511023|HP1|Magia
453460|HW2|Magia
445693|HP1|Magia
470108|HP1|Magia
616472|HP1|Magia
435715|HP1|Magia
611434|HP1|Magia
539663|HP1|Magia
644557|HW1|Magia
401048|HP1|Magia
544580|HW2|Magia
456105|HP1|Magia
482523|HW1|Magia
441327|HP1|Magia
641756|HP1|Magia
519806|HP1|Magia
450357|HW1|Magia
375570|HW2|Magia
509161|HP1|Magia
406640|HP1|Magia
493046|HW2|Magia
651039|GH1|Magia
435388|HW1|Magia
369742|HP1|Magia
594630|HP1|Magia
530477|HP1|Magia
429642|HP1|Magia
517334|HW1|Magia
383708|HW1|Magia
596045|PH2|Magia
457375|HW1|Magia
651614|HP1|Magia
594765|HW2|Magia
559588|HW1|Magia
499850|HP1|Magia
396810|HW1|Magia
493473|HP1|Magia
484755|HP1|Magia
639016|HP1|Magia
610432|HP1|Magia
427770|HP1|Magia
553544|HW1|Magia
460939|HP1|Magia
391357|HW2|Magia
625062|GH1|Magia
649598|HP1|Magia
403584|HP1|Magia
539861|HW2|Magia
486287|HP1|Magia
374366|HW1|Magia
493149|HW2|Magia
615112|GH3|Magia
484349|HW1|Magia
467552|HW2|Magia
480015|HW2|Magia
474985|HP1|Magia
574032|HW2|Magia
448302|HP1|Magia
572813|HP1|Magia
484571|HW2|Magia
496769|HP1|Magia
391086|HP1|Magia
575278|HP1|Magia
412038|GH3|Magia
566176|PH1|Magia
518324|HP1|Magia
631639|HW1|Magia
474362|HW1|Magia
423197|HP1|Magia
442469|HP1|Magia
462408|HP1|Magia
545656|HW2|Magia
446829|HP1|Magia
395457|HP1|Magia
499360|HW2|Magia
509847|HP1|Magia
498445|HP1|Magia
538443|HP1|Magia
521126|HW2|Magia
382281|HP1|Magia
524537|HP1|Magia
468387|HP1|Magia
525054|HW2|Magia
467150|HP1|Magia
551075|HP1|Magia
601445|HW2|Magia
412309|HP1|Magia
549678|HP1|Magia
404621|HP1|Magia
544085|PH2|Magia
579382|HW1|Magia
474024|PH2|Magia
596033|PH2|Magia
490721|HP1|Magia
624331|HP1|Magia
453075|GH1|Magia
446877|HP1|Magia
568619|HP1|Magia
444101|HP1|Magia
636338|HP1|Magia
549143|HP1|Magia
561432|HP1|Magia
554794|HP1|Magia
469802|HP1|Magia
636776|HP1|Magia
452960|HW2|Magia
578550|HP1|Magia
502006|HP1|Magia
630572|HW2|Magia
550578|HW1|Magia
627334|HP1|Magia
420270|HP1|Magia
479932|HP1|Magia
548723|HP1|Magia
436419|HW1|Magia
379355|HP1|Magia
550308|HP1|Magia
399441|HP1|Magia
376502|HP1|Magia
634785|HW2|Magia
613179|HP1|Magia
504625|HW2|Magia
625582|HP1|Magia
641378|HW1|Magia
400624|HP1|Magia
538404|HP1|Magia
653192|HP1|Magia
428050|GH3|Magia
498125|HP1|Magia
568629|HP1|Magia
460059|PH1|Magia
634313|HW2|Magia
593090|GH2|Magia
537036|HP1|Magia
496875|HP1|Magia
608747|HW2|Magia
397631|HW2|Magia
436009|HP1|Magia
551777|HP1|Magia
613363|HP1|Magia
496011|HP1|Magia
607080|HP1|Magia
400333|HP1|Magia
619254|PH2|Magia
602595|HP1|Magia
500312|HW2|Magia
441420|HP1|Magia
623635|HP1|Magia
613831|HP1|Magia
450575|HP1|Magia
405990|HP1|Magia
450193|HW1|Magia
368482|HP1|Magia
567516|HP1|Magia
541269|HW1|Magia
398580|HP1|Magia
575049|HW1|Magia
609474|HP1|Magia
459106|HP1|Magia
513226|HW1|Magia
508654|HP1|Magia
478054|HW2|Magia
441586|HP1|Magia
378260|HW1|Magia
469120|HW2|Magia
542242|HW1|Magia
487720|HP1|Magia
609139|HW1|Magia
592691|HW2|Magia
460474|HP1|Magia
512771|HP1|Magia
504448|HP1|Magia
618652|HW2|Magia
479589|HP1|Magia
651822|HP1|Magia
623468|HW2|Magia
465289|PH2|Magia
565002|DO1|Doctorado en Magia
599377|HW2|Magia
451716|HP1|Magia
532639|HP1|Magia
462968|HW2|Magia
466319|HW2|Magia
555326|HP1|Magia
445436|HP1|Magia
638488|HP1|Magia
529100|HW1|Magia
445582|HP1|Magia
400446|HP1|Magia
439139|HP1|Magia
546599|HP1|Magia
487779|HW2|Magia
379393|HP1|Magia
530719|HP1|Magia
580128|HW1|Magia
620358|HW2|Magia
533143|HW1|Magia
396012|HP1|Magia
472855|HP1|Magia
628131|HW1|Magia
450391|HP1|Magia
524023|GH3|Magia
591074|GH1|Magia
600259|HW1|Magia
652694|HP1|Magia
410957|HP1|Magia
580728|HP1|Magia
466239|HW1|Magia
537238|HW2|Magia
520839|HP1|Magia
635519|HW1|Magia
407074|HW1|Magia
637047|HW1|Magia
437270|HW1|Magia
483636|HP1|Magia
474660|HP1|Magia
388211|HW1|Magia
467162|HP1|Magia
580203|HW2|Magia
538577|HP1|Magia
554603|HW2|Magia
565581|HW1|Magia
514174|HW2|Magia
408340|HP1|Magia
631213|HP1|Magia
592642|HP1|Magia
413916|HW2|Magia
453236|HW1|Magia
420117|HP1|Magia
647818|HP1|Magia
472407|HP1|Magia
500950|HP2|Magia
528160|HP1|Magia
573593|HP2|Magia
367947|HW2|Magia
503413|HP1|Magia
421832|HP1|Magia
439333|HP1|Magia
405004|HW1|Magia
504045|HP1|Magia
556012|HW1|Magia
508844|HP1|Magia
534351|HP1|Magia
601740|HW1|Magia
402847|HP1|Magia
461471|HW2|Magia
397067|HP1|Magia
505013|HP1|Magia
560244|HP1|Magia
418814|HP1|Magia
446905|HW2|Magia
635465|HP1|Magia
566212|HP1|Magia
612696|HP2|Magia
629198|HP2|Magia
557604|HW2|Magia
434017|HW2|Magia
569965|HP1|Magia
422283|HP1|Magia
595684|HW1|Magia
498744|HP1|Magia
653553|HP1|Magia
581154|HW1|Magia
590046|HP1|Magia
648945|HP1|Magia
550536|HP1|Magia
603775|HP1|Magia
473555|HP1|Magia
488524|HP1|Magia
491803|HP1|Magia
443061|HW2|Magia
582717|HP1|Magia
498035|HP1|Magia
590727|HP1|Magia
